UPI_Age_Days,Transaction_Amount,Transaction_Time,Transactions_Last_24Hrs,Failed_Transactions,New_Recipient,Device_Changed,Location_Changed,Multiple_UPI_Apps,Linked_Bank_Count,Fraud_Reported,Account_Verified,Fraud
2351,27658,9,7,9,0,0,0,0,1,0,1,1
222,15694,2,31,0,0,0,0,0,1,0,1,1
3329,40459,17,35,12,0,0,0,1,1,0,1,1
117,16267,2,22,9,0,0,0,0,4,0,0,0
745,611,20,9,10,0,0,0,0,1,0,1,1
3122,45345,23,49,7,0,0,0,0,1,0,1,1
2668,42356,14,15,2,0,0,0,0,1,0,1,1
3424,28587,11,23,7,0,0,0,1,2,0,1,1
2378,28951,23,10,13,0,0,0,0,5,0,1,1
2230,12564,11,24,10,0,0,0,1,3,0,1,1
2006,45519,10,13,11,0,0,0,0,4,1,1,1
900,47846,13,23,0,1,0,1,1,2,0,1,0
2127,35421,11,19,5,1,0,0,0,4,0,1,1
1117,48657,22,9,4,0,1,1,1,4,0,1,1
2864,24328,3,0,0,1,1,1,1,3,0,1,0
450,48676,12,16,0,0,0,0,1,4,0,1,1
353,13437,12,20,15,1,1,0,1,4,0,1,1
1845,20846,23,24,2,0,0,0,0,5,0,1,1
2194,27013,7,0,2,0,0,1,0,2,0,1,1
2535,43471,5,30,8,0,0,0,0,4,0,1,1
2301,3355,9,39,0,0,0,0,0,1,0,1,1
1640,42407,5,34,1,0,0,0,0,5,0,1,1
3088,42645,1,18,13,1,1,0,0,5,0,1,0
2225,14540,12,43,5,0,0,0,0,2,0,1,1
1101,29942,3,34,7,0,0,0,0,4,0,1,1
3088,36336,13,37,0,1,0,0,0,3,0,0,0
451,46485,6,36,14,0,0,0,1,3,0,1,1
3469,46652,11,18,9,1,0,1,1,1,0,1,0
1757,14933,2,19,0,1,0,0,0,1,0,0,1
1478,11583,6,20,5,0,0,0,0,5,0,1,1
413,38832,22,27,4,0,0,1,0,1,0,1,1
1796,48970,11,12,1,0,0,0,0,2,0,1,1
2227,13632,11,42,10,0,0,0,0,3,0,1,1
1981,46755,11,31,8,1,0,1,0,5,0,1,0
1184,5961,7,19,1,0,0,0,0,5,0,1,1
1963,40729,2,8,2,0,0,0,1,1,0,0,1
3138,37679,0,2,3,0,1,0,0,1,0,1,1
2776,38760,7,29,9,0,1,0,0,2,0,1,0
2566,8310,1,9,9,1,0,0,0,1,0,1,1
988,19589,11,32,3,0,0,0,0,3,0,1,1
1453,46586,23,14,5,0,0,0,0,4,0,1,1
3217,45604,16,10,15,1,0,0,0,1,0,1,1
617,15750,13,44,8,1,0,0,0,3,0,1,1
3142,45071,2,12,14,0,0,0,0,4,0,1,1
825,36526,13,10,8,1,0,0,0,2,0,1,1
425,44280,11,25,14,0,0,0,0,1,0,1,1
1658,23523,21,29,15,1,0,0,0,1,1,1,0
16,45241,21,18,15,0,0,0,0,4,0,1,1
44,21436,23,19,15,1,0,0,0,4,0,0,0
1753,35717,16,0,0,0,0,0,1,1,0,1,1
3296,9365,14,30,2,0,0,0,0,2,0,1,1
2452,15226,20,49,14,0,0,0,0,3,0,1,1
2393,24551,1,43,15,1,0,0,0,5,0,0,0
3436,28365,4,39,5,0,1,0,1,2,0,1,0
1004,6781,7,18,4,0,1,1,0,2,0,1,1
971,24214,5,8,15,1,0,1,0,3,0,1,0
3591,14708,12,20,11,0,0,0,0,4,0,1,1
2317,16269,22,9,6,0,0,0,1,3,0,1,1
3524,27162,16,19,13,0,0,0,0,2,0,1,1
2251,38899,21,44,5,0,0,0,1,4,0,1,1
491,38940,14,20,9,0,0,0,1,1,0,1,1
1492,7081,22,11,2,1,0,0,0,1,0,1,1
994,13509,16,6,5,0,1,0,1,1,0,0,1
662,26700,0,32,2,0,0,0,1,5,0,1,1
52,34525,8,47,10,1,0,0,1,3,0,1,0
2524,3719,12,46,5,0,0,0,0,5,0,1,1
162,17216,19,20,3,1,0,0,0,4,0,1,1
1635,14069,14,15,12,1,0,1,0,4,0,1,1
503,12766,22,1,13,1,0,0,0,1,0,1,1
3170,49544,14,36,1,0,0,0,0,2,0,1,1
1636,21510,15,29,10,0,1,0,0,2,0,1,0
3215,2215,13,25,2,0,0,0,1,2,0,1,1
2536,24731,3,35,11,0,0,0,1,5,1,1,0
783,45598,18,27,3,1,0,1,0,2,0,1,1
2059,16650,15,48,15,0,0,0,1,1,1,1,0
255,21127,16,5,2,1,1,0,0,5,0,1,1
2167,37175,2,19,3,0,0,0,0,3,0,1,1
1646,9552,0,44,3,0,0,0,0,4,0,0,1
2969,37830,8,30,5,1,0,0,0,5,0,1,1
613,7296,20,13,9,0,0,0,0,5,0,0,1
753,27058,18,4,8,0,0,1,0,2,0,1,1
3516,30087,21,15,5,1,0,0,0,4,0,1,1
2553,28764,2,29,4,0,0,0,0,2,0,1,1
207,6130,5,43,1,1,0,1,0,5,0,1,1
278,19820,16,21,4,0,0,0,0,1,0,1,1
1957,46905,3,42,13,0,0,0,1,4,0,1,0
2931,42306,8,10,14,0,0,0,0,4,1,1,1
2114,29412,23,16,3,1,0,0,0,2,0,1,1
1002,37585,18,9,10,0,0,0,1,3,0,0,0
933,25995,11,20,4,0,0,0,0,3,0,1,1
2505,19427,11,47,0,0,0,1,0,5,0,1,1
1457,18291,16,40,3,0,0,0,0,1,0,1,1
432,22928,9,14,7,1,1,1,0,1,0,1,0
3341,23134,19,19,14,1,0,0,0,1,0,0,0
2082,25040,12,19,4,0,0,0,0,2,0,1,1
1553,1521,18,39,5,0,0,0,0,5,0,1,1
1040,6619,17,37,1,0,0,1,0,2,0,1,1
3333,47095,21,21,9,0,0,1,0,1,0,1,0
540,16235,2,38,13,0,0,0,1,5,0,1,1
2105,4296,3,14,9,0,0,0,0,3,0,1,1
90,9916,12,6,7,0,0,1,0,1,0,1,1
1799,23444,9,32,6,0,0,0,0,5,0,1,1
1003,7418,6,14,5,1,0,1,1,1,0,0,1
2086,26405,18,40,3,0,0,0,0,5,0,1,1
3042,30506,14,6,7,0,1,0,1,5,0,1,1
3535,9774,12,13,10,1,0,1,0,4,0,1,1
1945,22633,21,7,7,1,0,0,1,4,0,1,1
2469,34949,3,40,12,1,0,0,0,1,0,0,0
1189,23275,15,28,4,0,0,0,0,3,0,1,1
2946,13228,12,48,10,1,0,0,0,3,0,1,1
535,35735,4,1,13,0,0,0,0,3,0,1,1
3361,9943,11,41,15,0,0,0,0,4,0,1,1
2128,47062,22,3,4,0,1,0,0,5,1,1,1
3372,41305,4,48,13,1,1,1,0,5,0,1,0
2642,22007,17,0,6,1,0,0,0,5,0,0,0
1028,40807,10,16,1,0,0,0,0,3,0,1,1
2567,42873,9,11,0,0,1,0,0,2,0,1,1
2621,974,19,37,1,1,0,0,0,1,0,1,1
3029,42134,19,43,3,0,1,0,0,2,0,1,1
3388,7252,21,45,1,0,0,0,1,5,0,1,1
3231,29054,17,25,4,1,0,0,0,2,0,1,1
1215,44398,8,0,3,0,1,0,0,5,0,1,1
1929,38293,4,47,9,1,1,1,0,1,0,0,0
183,47530,19,41,14,1,0,1,0,2,0,1,0
2475,11067,15,14,12,0,0,0,0,1,0,1,1
2952,28220,3,35,2,0,1,0,0,4,0,1,1
1445,48084,3,12,15,0,0,1,0,2,0,1,1
3291,26347,20,14,4,0,0,0,1,2,0,1,1
2341,24496,9,30,10,0,0,0,0,5,0,0,0
2935,38695,4,43,6,0,0,0,0,5,0,1,1
2275,28453,4,40,7,0,0,0,0,2,0,1,1
1625,5163,18,32,3,1,0,0,0,4,0,1,1
1687,13168,22,46,3,0,1,1,0,2,0,1,1
3406,16003,19,43,14,0,1,0,1,1,0,1,1
3130,44984,14,8,12,0,0,0,0,1,0,1,1
583,6061,19,16,5,0,0,0,0,1,1,0,1
1717,22017,13,15,7,0,0,0,0,4,0,1,1
2823,6714,7,32,8,0,0,1,0,5,1,1,0
2703,17464,6,26,4,0,0,1,0,5,0,1,1
3490,17808,8,35,6,0,0,1,0,5,0,1,1
569,39268,13,25,10,1,0,1,1,2,0,1,0
494,30156,6,28,1,0,0,1,0,5,0,1,1
2288,46973,6,16,6,1,0,0,0,3,0,1,1
1438,32904,6,20,14,0,0,0,0,5,0,0,1
1421,47450,20,22,0,0,0,1,1,5,0,0,0
1479,29691,3,1,7,0,1,0,0,5,0,1,1
187,42029,16,50,10,0,0,0,0,5,0,1,1
2126,25304,22,45,3,1,0,1,0,4,0,1,1
3376,34768,8,7,8,1,0,0,0,4,0,1,1
1051,13367,6,12,4,1,0,0,0,3,0,1,1
2564,14569,13,10,13,0,0,0,0,5,0,1,1
1553,33813,17,2,4,0,0,1,0,1,0,1,1
3562,5932,23,40,12,1,0,0,0,1,0,0,0
474,21894,22,15,11,0,0,0,0,4,0,1,1
891,18575,22,0,2,0,0,0,0,5,0,0,1
2960,32817,18,38,6,0,1,0,1,3,0,1,0
1623,13962,1,42,11,0,0,0,0,1,0,1,1
25,17548,12,49,3,1,0,0,1,5,0,1,1
720,40264,17,24,9,1,0,0,0,2,0,1,1
2462,36108,6,35,10,0,0,0,0,1,0,1,1
3263,49936,9,40,1,0,0,1,0,1,0,1,1
1627,27674,3,34,8,0,0,0,0,4,0,1,1
561,11198,23,26,14,0,0,1,0,3,0,0,0
295,12476,4,50,9,1,0,0,0,2,0,1,1
906,539,11,38,9,1,0,0,1,5,0,1,1
1587,16948,3,46,1,0,0,0,0,1,0,1,1
1122,28032,9,28,4,0,0,0,0,4,0,1,1
3082,43611,8,11,9,1,0,0,0,3,0,1,1
3622,4216,14,13,4,1,0,0,0,1,0,1,1
1134,2251,6,47,10,0,0,0,0,5,0,1,1
861,46925,3,14,10,0,0,0,1,1,0,1,1
261,46451,8,19,7,0,0,0,0,4,0,1,1
2428,34403,15,30,11,0,0,1,0,5,0,1,0
122,46983,1,32,10,0,0,1,0,3,0,1,0
2228,34171,19,39,1,0,0,0,0,5,0,1,1
3224,8428,18,9,12,0,0,0,0,2,0,1,1
761,8975,7,16,11,0,0,0,0,4,0,1,1
870,41777,8,5,5,0,0,0,0,1,0,1,1
3440,1135,17,21,5,0,0,0,1,4,0,1,1
351,31063,14,11,10,0,0,0,0,3,0,1,1
678,12238,3,17,8,0,0,0,0,4,0,1,1
1503,39894,19,44,3,0,0,1,0,2,0,1,1
3536,4588,21,46,4,1,0,0,0,4,0,1,1
3609,23113,8,21,6,0,0,0,0,5,0,1,1
13,40504,20,30,7,0,0,0,1,3,0,1,0
609,49611,15,45,15,0,0,0,0,3,0,1,1
3266,6846,20,14,10,0,0,0,0,2,0,1,1
472,2224,22,13,12,0,1,0,0,3,0,1,1
3633,16039,14,13,2,0,0,0,0,3,0,1,1
2234,32277,5,47,1,0,0,0,0,3,0,1,1
2012,4898,0,16,10,0,0,0,1,1,0,1,1
2712,23329,17,44,14,0,0,0,1,2,0,1,1
798,29962,7,27,8,0,0,0,0,5,0,1,1
775,32239,2,8,13,0,1,0,0,3,0,1,1
2311,6785,22,2,2,0,0,1,0,5,0,1,1
1710,30812,5,44,1,0,0,0,0,1,0,1,1
3256,41139,9,10,9,0,1,1,0,2,0,0,0
107,31344,14,28,8,0,0,0,0,4,0,1,1
2379,35593,8,2,1,1,0,0,0,1,0,1,1
3282,1644,12,13,10,0,0,0,0,4,0,1,1
1845,31141,2,0,2,0,0,0,1,2,0,1,1
2131,11305,23,21,2,1,0,0,0,1,0,1,1
896,31636,1,3,3,0,0,0,0,3,0,1,1
2948,38402,15,46,4,1,0,0,0,2,0,1,1
812,14847,16,45,5,0,0,0,1,4,0,1,1
1401,9149,12,3,3,0,0,0,1,1,0,1,1
1755,10901,12,10,12,0,0,0,0,4,0,0,1
2586,28240,4,7,4,1,0,0,1,5,0,1,1
3024,18211,12,43,3,0,1,0,1,4,0,1,1
1358,23085,3,37,7,0,0,0,0,3,0,1,1
2710,44706,2,26,10,0,0,1,0,5,0,1,0
1302,39778,22,16,5,0,0,0,0,3,0,0,1
3645,25025,8,22,7,0,0,0,1,5,0,1,1
322,1884,21,27,8,0,0,0,0,2,0,1,1
1641,5003,18,15,13,0,0,0,1,1,0,1,1
3368,17968,8,40,10,1,0,0,0,3,0,1,1
2458,16936,2,8,4,1,0,0,0,2,0,1,1
78,37313,15,36,7,0,0,0,0,2,0,0,0
2872,16780,22,29,7,0,0,0,0,5,0,1,1
847,13400,7,33,13,0,0,0,0,4,0,1,1
1884,27493,5,13,6,0,0,1,1,2,0,1,0
1012,16626,5,19,1,1,0,0,1,3,0,1,1
382,18983,19,14,7,0,0,0,0,2,1,1,1
2191,24237,4,28,14,0,0,0,0,1,0,1,1
2529,18914,21,3,4,1,0,1,1,1,0,1,1
462,40441,17,9,6,0,0,1,0,3,0,1,1
2237,11061,10,10,5,0,0,0,0,3,0,1,1
2261,30277,1,12,1,0,0,0,0,5,0,1,1
3346,15380,6,46,2,0,0,1,0,4,0,1,1
333,23593,2,40,9,0,0,0,0,1,0,1,1
2757,36769,6,33,13,1,0,1,1,3,0,1,0
2947,25296,23,34,8,1,0,0,0,3,0,1,1
1779,693,22,26,15,0,0,0,0,5,0,0,1
2919,21873,3,43,7,0,0,0,1,5,0,1,0
703,18727,18,25,9,1,1,0,1,4,0,1,0
22,6992,23,1,15,0,0,0,0,5,0,1,1
1116,6719,19,35,8,0,0,0,1,5,0,1,1
658,41059,5,8,10,1,0,0,0,1,0,0,0
2455,5101,6,12,9,0,0,1,0,5,0,0,1
2318,25190,4,48,1,0,0,1,1,1,0,1,0
660,48741,20,22,10,0,1,0,0,3,0,1,0
2655,35828,20,29,8,1,1,0,0,2,0,1,0
756,155,14,27,11,0,0,1,0,1,1,1,0
1460,32729,5,43,2,0,0,0,0,1,0,1,1
2231,10908,1,44,15,1,0,0,0,1,1,1,0
1492,34799,8,30,7,0,0,0,0,3,0,1,1
756,28734,5,16,13,0,0,1,0,4,0,1,1
2006,37732,4,1,8,1,0,0,1,4,0,1,1
1155,17994,20,17,6,0,0,1,0,2,0,1,1
1264,33341,9,24,14,0,1,0,1,5,0,1,0
2564,19345,13,19,7,0,0,0,0,4,0,1,1
773,10243,16,46,7,1,0,0,0,1,0,1,1
3542,20866,13,44,3,0,0,0,0,5,0,1,1
2642,39110,11,41,11,1,0,0,0,2,0,1,1
1845,34582,7,37,2,0,0,0,1,2,0,1,1
787,27953,7,15,9,0,0,0,0,4,0,1,1
2146,14797,2,14,1,0,0,0,0,4,0,1,1
486,45058,7,1,1,0,0,1,0,5,0,1,1
293,7866,3,32,5,0,0,0,0,1,0,1,1
2442,36084,9,7,4,1,0,0,0,4,0,1,1
590,33365,20,47,15,1,0,0,0,1,1,1,0
1361,27154,5,43,3,0,0,0,0,2,0,1,1
1334,23559,4,8,13,0,0,1,0,1,0,1,1
441,17532,10,18,11,0,1,0,1,3,0,1,1
456,41005,17,13,12,0,0,0,0,5,0,0,1
460,13499,4,10,7,0,1,0,0,2,0,0,0
1528,20120,7,29,13,0,0,1,0,5,0,1,0
1876,40002,13,9,8,1,0,0,0,3,0,1,1
2988,21766,19,3,0,0,0,0,0,5,0,1,1
790,33951,8,30,3,1,0,0,0,3,0,1,1
685,1770,10,36,8,0,1,0,0,5,0,1,1
1625,20504,21,47,3,1,0,0,1,2,0,1,1
1392,6270,18,37,13,1,0,1,1,1,0,1,0
996,33134,22,49,11,1,0,0,0,5,0,1,1
931,45524,11,8,14,1,0,0,0,3,0,1,1
2569,10995,12,19,3,1,0,1,0,2,0,0,1
551,43416,21,31,2,0,0,0,0,2,0,1,1
846,11078,14,49,0,1,1,0,0,1,1,1,0
151,23114,21,3,9,0,0,0,0,4,0,1,1
27,5171,4,6,15,0,0,0,0,3,0,1,1
2212,2934,21,0,1,0,0,1,1,4,0,1,1
2478,31757,12,37,13,1,0,1,0,2,0,1,0
174,46342,12,47,6,0,0,1,0,5,0,1,0
1658,41382,7,7,5,0,0,0,0,5,0,1,1
2343,44492,21,27,5,1,0,1,0,5,0,1,1
3259,48745,21,19,15,0,0,0,0,5,0,1,1
3343,24636,8,5,6,0,0,0,1,5,0,1,1
1089,18378,4,39,1,0,0,1,1,1,0,1,1
1626,18241,14,2,1,0,1,0,0,2,0,1,1
1690,40535,11,25,15,0,0,0,0,4,0,1,1
1679,48640,17,45,4,0,0,0,0,2,0,1,1
2471,44430,15,14,10,1,0,1,0,3,0,1,1
3526,37572,14,17,5,0,0,1,0,1,0,1,1
580,2583,13,19,7,0,0,0,0,5,0,1,1
3292,9880,3,0,5,0,0,0,1,5,0,1,1
3552,26394,9,18,7,1,0,0,0,5,0,1,1
2658,29115,11,46,4,0,1,1,1,4,0,1,0
512,5517,14,0,3,0,1,1,0,1,0,1,1
2860,19579,23,43,3,0,0,0,0,1,0,1,1
689,728,4,27,1,0,0,0,0,2,0,1,1
3501,48661,8,15,13,1,0,1,0,5,0,1,1
2547,17375,11,29,13,0,1,0,0,4,0,1,1
1533,886,15,45,6,0,0,0,1,2,0,1,1
1784,47568,11,2,10,1,1,0,0,1,0,1,1
973,14151,10,19,1,0,0,0,0,3,0,1,1
1057,32920,19,31,5,0,0,0,0,2,0,1,1
1616,7060,16,34,6,1,1,0,1,3,0,1,0
514,39783,5,4,13,0,1,1,0,1,0,1,0
258,22026,0,32,5,0,1,0,1,1,0,1,0
1322,15504,22,11,14,1,0,0,1,4,0,1,1
1949,41779,21,4,4,1,0,0,0,5,0,1,1
1716,47217,1,36,0,0,0,0,0,5,0,1,1
913,5332,4,14,3,0,0,0,0,5,0,1,1
357,21649,6,39,12,0,0,0,1,1,0,1,1
2605,31279,7,5,11,1,0,0,1,5,0,1,1
3435,2738,15,4,14,0,1,0,0,4,0,1,1
1607,26975,16,30,15,1,0,1,1,4,0,1,0
2360,48720,6,24,5,0,1,0,0,2,0,1,1
390,1245,12,22,15,0,0,0,0,1,0,1,1
3389,21809,10,24,4,0,0,0,0,4,0,1,1
1097,34614,16,40,12,0,1,0,0,1,0,1,0
2205,29585,16,6,11,0,0,0,0,5,0,1,1
209,18980,11,2,6,0,0,0,0,2,0,0,1
2501,5317,8,47,9,0,1,0,0,5,1,1,0
3509,39917,19,26,4,0,0,0,0,2,0,1,1
266,9508,12,1,5,0,0,0,1,3,0,1,1
932,13648,14,10,1,0,0,0,0,4,0,1,1
2657,22059,18,8,7,1,1,0,0,5,0,0,0
3180,10426,10,35,2,0,0,1,0,2,0,1,1
981,5400,22,1,13,0,0,1,0,2,0,1,1
1181,48613,15,13,3,1,0,1,0,4,0,0,0
2099,7147,15,10,7,0,1,1,0,5,0,1,1
1948,2252,6,13,14,0,0,0,0,5,0,1,1
1186,31126,12,50,8,0,0,0,1,2,0,1,1
2879,11867,13,26,8,0,1,0,0,4,0,1,1
169,30377,16,40,12,0,0,0,0,3,0,1,1
2476,20939,17,17,15,0,0,0,1,1,0,1,1
3409,35715,22,44,10,0,0,0,1,4,0,1,1
2280,16114,15,41,6,1,0,0,0,4,0,1,1
482,31046,2,4,8,0,0,0,1,4,0,1,1
406,13564,12,20,4,0,0,1,0,3,0,1,1
752,47619,4,13,12,1,0,0,0,3,0,1,1
2417,25540,8,12,15,0,0,0,0,3,0,1,1
2702,25561,23,48,3,0,0,0,1,2,0,1,1
1472,23255,6,9,10,0,0,0,0,2,0,1,1
2180,41022,15,36,15,0,0,1,1,1,0,1,0
8,33446,5,36,0,0,0,0,0,3,0,1,1
1054,16709,20,32,3,0,0,0,0,2,0,1,1
1037,29406,0,39,11,0,0,0,0,2,0,1,1
1186,23389,22,29,9,1,0,1,0,2,0,1,0
515,36213,10,45,8,0,1,0,0,4,0,1,0
678,41520,19,21,2,0,0,0,0,5,0,0,1
1765,30611,13,20,0,1,0,0,0,5,0,1,1
1991,45287,7,9,0,1,0,1,0,2,0,1,1
2318,4268,23,48,0,1,0,0,0,4,0,1,1
1239,2344,16,20,2,0,0,1,0,5,0,1,1
3103,32269,10,1,13,0,1,0,0,4,0,1,1
1511,15714,12,4,13,1,1,0,0,2,0,1,1
2797,11083,18,39,10,0,0,0,0,3,0,1,1
3154,24586,6,4,1,0,1,0,0,5,0,1,1
2354,42189,8,39,2,1,0,0,1,4,0,0,0
1744,39706,0,20,5,1,1,1,0,5,0,1,0
126,40149,17,34,14,0,0,0,0,5,0,1,1
3563,28290,23,16,0,0,0,0,0,2,0,1,1
2191,1012,9,2,14,0,0,1,0,3,0,1,1
341,18782,16,36,7,0,0,0,0,3,0,1,1
2140,24793,11,20,10,0,0,0,0,3,0,1,1
3356,19003,2,31,11,1,1,0,1,2,0,1,0
1561,23877,15,21,1,1,1,0,1,5,0,1,0
2784,12595,19,28,8,0,0,0,0,1,0,1,1
2125,20827,21,13,1,0,1,0,0,5,0,0,1
2721,40546,15,29,8,1,1,0,1,2,0,1,0
332,36988,11,11,8,0,1,0,0,3,0,1,1
2534,48717,1,9,10,1,0,0,1,4,0,1,1
1337,24992,22,12,4,1,0,1,0,4,0,1,1
3506,37829,2,38,7,0,0,0,0,1,0,1,1
3107,13427,9,23,2,0,0,0,0,1,0,1,1
2980,21655,23,5,15,0,0,0,0,5,0,0,1
804,878,10,26,1,0,0,0,0,2,0,1,1
3319,34701,23,24,5,0,1,1,1,1,0,1,0
2223,33048,15,27,3,0,0,0,0,5,0,1,1
3452,29927,0,8,9,0,0,1,0,1,0,1,1
1300,1205,15,20,14,0,0,0,0,5,0,1,1
3584,5524,9,28,3,1,0,1,0,5,0,1,1
2450,15416,13,40,4,0,1,1,0,5,0,1,1
2499,46550,7,4,8,0,0,0,1,1,0,1,1
531,24278,2,3,0,1,0,0,0,4,0,1,1
1786,721,13,14,4,0,0,0,1,4,0,1,1
3079,27485,16,40,5,0,0,0,0,1,0,1,1
2705,43488,10,9,0,0,0,0,1,1,0,1,1
3034,48799,0,0,2,0,0,0,0,1,0,1,1
3353,20321,4,25,3,0,0,0,1,4,0,1,1
3423,3722,3,18,13,1,1,0,0,2,0,1,1
2963,23780,4,28,11,1,0,0,1,2,0,1,0
2095,20467,11,43,3,0,0,0,0,4,0,1,1
2188,14745,3,1,8,0,0,0,0,3,0,1,1
3025,7869,3,19,8,1,0,0,0,3,0,1,1
2559,18013,18,40,15,0,0,0,0,5,0,1,1
167,7358,3,29,4,0,0,0,0,4,0,1,1
1314,37319,12,20,10,0,0,1,0,2,0,1,1
3533,35594,11,50,9,0,0,0,0,3,0,1,1
625,47223,14,38,3,1,0,0,0,3,0,1,1
1117,6354,10,2,6,0,0,0,0,1,0,1,1
2165,41173,17,22,6,0,0,0,1,3,0,1,1
914,42389,15,26,3,1,0,0,1,3,0,0,0
3201,6714,8,19,6,0,0,0,0,1,0,1,1
2530,45271,22,2,6,0,0,1,0,3,0,1,1
2557,28892,23,28,13,1,0,0,0,5,0,0,0
1742,15887,21,39,8,0,0,0,0,1,0,1,1
1806,21441,4,48,13,0,0,0,0,5,1,1,0
2324,8634,17,23,0,1,0,0,0,2,0,1,1
501,29004,7,11,2,0,0,0,0,3,0,1,1
1335,37494,23,16,2,0,0,0,0,3,0,1,1
1974,34739,20,43,14,0,0,0,0,4,0,1,1
1852,16968,18,35,11,0,0,1,0,5,0,1,1
2965,36091,15,47,9,0,0,1,0,1,0,1,0
871,5548,13,8,2,0,0,1,0,2,0,1,1
2865,38823,16,5,9,0,0,0,0,2,0,1,1
66,2302,11,11,9,0,0,1,0,4,0,1,1
1404,8644,6,21,9,0,0,0,0,4,0,1,1
3061,46475,17,26,4,1,1,1,0,1,0,1,0
770,20250,10,49,12,0,0,0,1,1,1,0,0
1075,17235,16,43,8,0,0,0,0,5,0,1,1
1072,17130,21,40,5,1,0,0,0,5,0,1,1
598,2214,15,42,14,1,0,0,0,1,0,1,1
3276,8209,23,43,15,0,1,1,0,4,0,1,0
1352,24695,5,8,0,1,0,0,0,4,0,1,1
2933,23712,21,45,8,0,0,0,1,2,0,1,1
1504,45176,2,39,12,0,0,0,0,1,0,1,1
338,18221,3,23,12,1,1,0,1,3,0,0,0
109,20624,9,34,6,0,0,0,0,5,0,1,1
554,9134,14,20,2,0,0,0,0,3,0,1,1
2688,38110,22,0,0,0,1,0,0,3,0,1,1
1511,44569,15,12,9,1,0,0,0,3,0,1,1
249,1154,2,15,11,0,0,0,0,5,0,1,1
2825,35463,18,27,6,1,0,0,0,5,0,1,1
2822,22957,0,48,8,1,0,1,0,1,0,1,0
25,10680,21,26,12,1,0,0,0,3,0,1,1
1455,18177,3,32,0,1,0,0,0,2,0,1,1
2926,36862,12,30,13,1,0,1,0,5,1,1,0
5,33134,22,11,1,0,0,0,1,4,0,0,0
2714,5338,8,15,0,0,0,1,0,2,0,1,1
2777,33970,13,0,8,0,1,0,0,3,0,1,1
2851,31239,13,19,1,1,1,0,0,3,0,1,1
3504,7196,18,11,2,1,0,0,0,3,0,1,1
3070,13524,6,25,0,1,0,0,0,5,0,1,1
3647,14237,20,44,5,0,0,0,1,4,0,1,1
3620,14479,4,28,10,0,0,1,1,5,0,1,0
3366,7166,23,19,11,0,1,1,0,5,0,1,1
2047,21701,10,2,5,0,0,1,0,1,0,1,1
2472,22480,13,21,1,0,0,0,0,5,0,1,1
1945,41407,15,23,14,0,0,0,1,2,0,1,1
3007,23895,10,23,12,0,0,1,1,4,0,1,0
1278,11936,4,21,9,0,0,0,0,1,0,1,1
2412,28444,13,2,2,0,0,0,0,3,0,0,1
2760,32836,2,4,4,0,0,0,0,2,0,1,1
2869,45179,9,5,6,0,0,0,1,4,0,1,1
1587,12715,8,7,4,0,0,0,1,3,0,1,1
2825,34183,11,39,7,1,1,0,1,2,0,1,0
1721,17610,8,34,7,0,0,0,0,3,0,1,1
1002,36407,22,3,9,0,1,0,1,4,0,1,1
3187,11749,19,37,4,0,0,1,0,5,0,1,1
3162,8434,22,48,2,0,0,0,0,1,0,1,1
245,13025,7,33,10,0,1,0,0,3,0,1,1
2165,32503,11,17,11,0,0,1,1,4,0,1,1
2567,38752,0,44,15,0,0,0,0,4,0,1,1
218,14675,16,50,15,0,1,0,0,4,0,1,1
841,34614,22,32,2,0,0,0,0,4,0,1,1
928,23908,17,44,6,1,0,0,1,3,0,1,0
807,6495,8,30,0,1,0,0,0,4,0,1,1
2415,10363,7,24,5,1,1,1,0,4,0,1,1
2176,2415,3,45,12,1,0,0,0,4,0,1,1
1229,30193,10,23,11,0,0,0,0,2,0,1,1
2627,33268,15,44,1,0,0,0,0,2,0,1,1
1876,26535,20,27,14,0,0,0,0,1,0,1,1
26,39590,7,43,9,1,0,0,0,4,0,1,0
1594,30603,23,35,8,0,0,0,0,1,0,1,1
1871,6969,3,18,7,1,0,0,0,3,0,1,1
2508,14058,6,23,10,0,0,0,0,3,0,1,1
2279,17558,9,48,2,0,0,0,0,1,0,1,1
269,23347,4,22,13,1,1,0,0,3,0,1,0
1776,37715,20,15,4,0,0,0,0,2,0,1,1
1205,1996,1,2,0,0,0,0,0,4,0,1,1
2097,33865,15,35,8,0,0,0,0,2,0,1,1
1774,30422,5,44,9,1,0,1,0,2,0,1,0
2281,14921,0,31,8,1,1,0,0,2,0,1,0
2361,12873,21,15,6,1,0,0,0,1,0,1,1
2102,3226,3,21,6,1,1,0,0,2,0,0,0
3245,14688,13,2,14,0,0,0,0,2,0,1,1
173,17280,9,12,12,1,0,0,0,5,0,1,1
1148,42469,21,28,14,1,1,0,0,2,0,1,0
1532,28114,22,10,11,1,0,0,0,3,0,1,1
635,94,19,23,7,0,0,0,0,5,0,1,1
571,40700,8,20,9,0,0,0,0,4,1,1,1
1345,12314,16,27,11,0,0,1,0,4,0,0,0
2802,9241,12,8,2,0,1,0,0,4,0,1,1
1179,2416,10,36,12,1,0,0,0,3,0,1,1
645,10561,0,16,0,0,0,0,0,4,0,1,1
2448,22038,13,21,4,1,0,0,0,5,0,1,1
945,22939,9,20,2,1,0,0,0,1,0,1,1
2196,22379,21,47,15,0,0,0,0,5,0,0,0
